,text,description,age
77769,"RT @RadioHorizons: #NowPlaying #News, #SteveHackett @HackettOfficial: NEW #videos from #quarantine #covid19 #coronavirus - WATCH: https://t…",本業は心の病に悩む方々への相談支援。3.11以降、日本が抱える問題に黙っていられなくなり、脱原発＆皆が安心して暮らせる社会を目指して模索中！全米トップ40で洋楽に目覚め、UKロックにも感化され、美味しいものと面白いものが大好物。2005年からLiverpool FCをサポート中(^_^)v！#脱原発 #LSCJ,15
77849,"@tholakele15 Tja thats too much actually 😂🙆
#quarantine 
#instant_m3dn3s
#lockdown","work hard, play hard and get your reword",47
77866,"RT @PhillMReich: My sentiments exactly, Giorno
#quarantine https://t.co/n88L2edLAu","AnimeLover since 2008
All time favorite=OnePiece❤️",12
77972,RT @vivekagnihotri: Any idea where is this? #Quarantine https://t.co/6kjzB3La79,"!!राष्ट्रहित सर्वोपरि!!
!!सर्वप्रथमहिन्दू!!
बाकी ....
आप की सोच के अनुसार",67
78054,"Humour is no longer humour if you have to explain it. 🤘🤙
#Quarantine #chill #thoughtoftheday",,21
78173,"RT @AddySinghXXX: New #Video coming at 8:30am!!!
At https://t.co/KEDSCLGYSp 
#DesiGay #DesiPorn #Bodybuilder #Fitness #Strong #Muscles #Gay…",,77
78228,RT @vivekagnihotri: Any idea where is this? #Quarantine https://t.co/6kjzB3La79,"A Swayamsevak, BJYM Secretary Mumbai North West District , Social Worker by nature .
Contact +919967481000",24
78420,RT @vivekagnihotri: Any idea where is this? #Quarantine https://t.co/6kjzB3La79,Free world citizen,41
78498,"RT @MiaMalkova: Hoping to bring a ray of sunshine to your day! ☀️ I’m doing more backdrop shoots since I’m only shooting from home, I hope…",Motley Crue for life & CRUEHEAD since 1981 when they formed & for life,51
78528,RT @SanchDash: '#Quarantine' comes from an Italian word meaning '40 days of #isolation'- which India would complete on May 3,Barry from Boston,16
78541,"RT @BiIndia: History of #Quarantine 

The first use of the word quarantine dates back to the early 14th century. It was used to save coasta…",Barry from Boston,16
78555,"RT @DrSrivi: Call for blog posts/e-book entries for ""Quarantined Across Borders."" Immigrant/diasporic/borderland voices. #Quarantine #COVID…","Assistant Professor at @HamlineU Views are my own. Research: Activism, Journalism & Technology in Africa. Retweets & likes are not endorsements. Husband & Dad.",14
78581,RT @ScottStapp: #danielistapp busting out some @officialqueenmusic I’m a proud papa loving hearing my boy sing🥰🙏🏻🎶 #bohemianrhapsody #quara…,"Carioca 🌊🍃
Flamenguista/SRN✌⚽.
Torcedor do Phoenix Suns☀🏀",25
78633,"RT @goldfingermusic: Had a blast with the last one, so we decided to do another!! See full video here: https://t.co/EJDVIevZmy
@johnfeldy @…",NOTEN BOPS guitar vocal punk rock! punk rock!,51
78797,"What about a WHOLE leap year for 2020, we finna re-do it and better😭  #COVID19 #lockdown #quarantine #idea #coronavirus #CoronaCrisis",,20
78821,And our winner is.....@leebee653 ! Message us for details. Everyone stay tuned for another giveaway launching later… https://t.co/PiKC1Vwp9h,"Helping You Protect Your Family, Home, & Pets from Harmful Bugs Without Toxic Chemicals since 1998 🐜",22
78833,"RT @gandugadu0_5: Baking cake during #Quarantine

Expectations                     Reality https://t.co/brKwEC4OQa",,20
78916,RT @vivekagnihotri: Any idea where is this? #Quarantine https://t.co/6kjzB3La79,My goal is to STOP Hindu conversions by Christian Missionaries in INDIA नमस्ते सदा वत्सले मातृभूमि.Super Swamy sir fan.gaumata lover.,18
78923,"Stuck at home because oh #lockdown #Lockdown2 #coronavirus #CoronaVirusUpdate #QuarantineLife #quarantine ?
Check o… https://t.co/IyJJMvN6xT","owner of the world famous Elvis Cup and the historic 1948 Elvis Memphis photo (featured in ""Elvis..A Boy from Tupelo"" SONY box set & ""Vanity Fair"" magazine)",72
78973,RT @TiaMowry: #cairo is mood when someone #FaceTimes me during #quarantine! #2020 Can a sista get a heads up! 🤪 https://t.co/rBhfzRd99g,I have 2 nieces that i enjoy spending time with when i can this is my personal & only account that i use for everything.,38
79000,I’m an introvert and I’m loving the #quarantine #UnpopularOpinions,"Born on November 11 1992, live my whole life in Madagascar and went to high school at the American School of Antananarivo, currently in AUS",28
79021,"RT @iHoneyPie: I wish my voice was thissss muchhh gooooddd to sing like this! 😭❤️🎶
#Quarantine
#quarantinePrayers ✨
https://t.co/kizojVZkO2","School Teacher ,

Dhan Dhan SatGuru Tera Hi Aasra",24
79032,"RT @ApurvaBarot26: Home #Quarantine process. 
#Pharmacist on duty at night with health team.
#GujaratFightsCovid19 
@PMOIndia @rashtrapatib…",pharmacist.DI(guj gov.),30
79091,Happy #TongueOutTuesday - just a friendly reminder to tell you what day of the week it actually is while we're in… https://t.co/F0TfGvBTIz,All-natural pet food delivered to your door since 1994! Made in the USA🇺🇸,26
79097,"RT @WuTangClan: Stay home. #wutang is forever.
#quarantine #firstresponders #positivevibes #who https://t.co/7s1pWrufRQ","C. Troy de Larrew (Collin Troy, b. 1980 Las Cruces, NM) is a New Mexican American singer, songwriter, producer, and visual artist.",40
79126,"RT @KQEDForum: 🕘 Today's Plan:

📮 9am PDT: The #COVID19 pandemic pushes U.S. Postal Service toward collapse.

🍛 9:30am: Home cooking during…","Writer. Journalist. Producing for @KQEDForum. Mexican-American, native of Pasco, WA, @VanderbiltU grad, @NAHJ member, and @LTA1975 alum.",45
79284,"RT @MegaManWorld: What day is it?  I don't even know anymore... Ugggggggh!  Oh... Servbot plush.

#megaman #rockman #collectors #collection…","alraz.exe, Mega Man fan, programmer, and something of a dreamer. Wasn't born on January 1st nor 1980.",40
79382,RT @HighWireTalk: BREAKING: Ohio residents protesting #Coronavirus lockdown at state capitol.   Live-feed Source: Scott Shoemaker Facebook…,Siate ribelli per giusta causa e difendete la natura e i più deboli -  M. Rigoni Stern,73
79391,Yes .. this is Dubai .... Not in India https://t.co/49uMwGU0ZI,"we are manufacturer of home decor Products and lighting, sculpturer and wall murals, floor lamps, statues and wall decor products.",45
79445,Nice one ⁦@BorisJohnson⁩ knew I could do it ⁦@tiktok_us⁩ ⁦@tiktok_uk⁩ ⁦@tiktokcreators⁩ ⁦@TikTok_IN⁩ #TikTokviral… https://t.co/k99NbVqeVY,,37
79515,⁦@chrishemsworth⁩ thanks for inspiring my 8 year old during tough times ⁦@Marvel⁩ ⁦@tiktok_us⁩ ⁦@tiktok_uk⁩ #marvel… https://t.co/sWRiN8hQNn,,37
79587,How are you remaining #discipline &amp; #consistent with your #goals during our #quarantine time? Let us know below 👇👇👇… https://t.co/vtoTElS3R4,"Stable in house PHP developers, we do not subcontract. Straight talking, transparent and reliable. Serving our clients since 2005.",15
79603,#TFW your au pair truly makes a world of difference in the life of your family during #quarantine... 💙… https://t.co/RV7ZwWknlj,Trusted live-in #childcare assistance since 1986 👶🏠 US account for host families 🇺🇸 #aupairinamerica For au pairs: @aupairamericauk 🌏,34
79681,"Breaking: the Czech government has just announced a five-step plan for re-opening shops, services, and restaurants,… https://t.co/j4LGXsji7q","Discover a new Prague with http://Expats.cz! Since 2001, we are the Czech Republic's most-read English-language resource",19
79756,"RT @L4LM: This is one epic way to spend your days in #quarantine...  

https://t.co/3Efa8tlrh8","Sport, Music, Politic",43
79777,#Anxiety &amp; #stress in #COVID19 #Quarantine? Have something you need to confess? Need someone safe to guide you thro… https://t.co/indYj0Zujr,"Full Time FREAK w/ 6 years of PRO experience 😈 Kinky, Curvy, Tattooed, Stoner Girl 🖤💚 PSO & Cam Girl 😻 Call me on NF: 1-800-TO-FLIRT • Ext: 11971732 💋",49
79795,Daily Image from BARGA – 14th April 2020 #barga #barganews #bargavecchia #tuscany #toscana #italy #igersitalia… https://t.co/mx8NgljhFW,"Painter and photographer and since 1996 creator and editor of first on line news site in Tuscany Italy 
(Pronouns: He/His)
http://www.barganews.com",24
79862,RT @FatihSeferagic: This is why women wont leave us home to look after the kids 😂😭 #Lockdown #quarantine https://t.co/bXHPUIzvRc,Est' 1994,26
79873,"Ep 15: Cancellation Nation 2020: They Came From Space.

We had a typo yesterday and two breaking news bulletins.  B… https://t.co/dQiUWjFwIS","Avid Road Trip Play-by-Play & Random Thought Specialist.  Pro Wrestler Insight with a Blend of Humor, Sarcasm and Disdain.
#KeepWrestlingFun since 2004.",16
79905,"RT @boredpanda: 30 Hilarious Tweets That Prove Brits Have Kept Their Sense Of Humor During The Quarantine #quarantine #jokes
https://t.co/g…",School teacher & Potterhead. Amateur photographer. HP keeps my inner child alive & helps me to teach about values & friendship to my students.,18
79920,"As the end of this #quarantine draws near, private, commercial and municipal facilities must be sanitized before em… https://t.co/7B4x7Odgjb","Established in 2008, EG is your locally owned/operated natural looking artificial grass provider. We make getting worry-free landscaping easy. 305.234.5800",12
79948,"RT @Imkgauravmishra: Vaah @ItsDeepakThakur. Thanks for sharing this pic.

#SidHearts see the pic of @sidharth_shukla: Wonderful use of quar…",Chartbuster sid,19
80148,"Staying Positive 🙏🏼
📸 Amy Loizou Photography 

#positivevibes #positivity #stayingpositive #quarantine #ballet… https://t.co/XamBlxz97J","Founded in 1985, the Asaph Dance Ensemble is dedicated to creating encouraging, personal, and poignant programs where all are welcome to attend.",35
80184,RT @MrsSOsbourne: Kicking back in #quarantine with Bella https://t.co/OMbnnic5f1,"HEY HO, LETS GO!!  
🤘🥁🎸
#AlwaysBeKindAndHumble🙏🙏🙏

STAY INSIDE AND ROCK OUT!! 🤘🔥🙏",20
80202,RT @DicksTwo: Commercial Dicks https://t.co/IfDb5mjrkM via @YouTube #BreakingNews #TuesdayMorning #StayHome #Quarantine #TheLockdown #FakeN…,"Comic. Actor in Web Series as a moronic Detective in ‘1954, ‘The Two Dicks.’ Facebook@thetwodicks. Yankees/NYGiants. “This is not here.” -JL",66
80211,"Rocky Video- 
NOW THAT'S DS ENTERTAINMENT

5g remains on Game
Board.

52 Million deaths
2nd wave. 

DROPPED like fl… https://t.co/bbkwgWrOOV",LOW BUDGET NEWS FROM THE BOWLS OF THE Ship (part time BOT Slayer),47
80281,"https://t.co/LqupV0oVuK
check out my new vlog!
#youtube #youtuber #vlog #lifestylevlog #dalgonacoffee #dalgona… https://t.co/7wt8zU3J50",multistan trash // 덕질이 내 살길이다 // fangirling since 1998 // english+한국어,22
80343,RT @XiaWWE: Does anyone miss the gym?😩 #gymlife #quarantine #workout #fitness #spicy https://t.co/Xf9VCgodHI,,34
80403,"RT @DudaPhillis: Soooo, Is This A 🦠 #Quarantine🦠 OR ☠️ #Tyranny☠️❓Who’s Controlling Our Government⁉️ https://t.co/xbOZRPSnNm",🇺🇸USAPatriot1966 🇺🇸Trump2020🇺🇸🐴Save our wild horses🐕Animal lover🐺🇺🇸Support our military & veterans🇺🇸Back the Blue 🇺🇸Build the wall🇺🇸MAGA🇺🇸ARMY VETERAN🇺🇸NRA🇺🇸,54
80465,Ottawa follows B.C. cue on mandatory quarantine plan. The federal government is taking a cue from B.C. and requirin… https://t.co/AbFhexGIBj,"Business in Vancouver is an award-winning news source, covering the #business community in #Vancouver and beyond since 1989. Now in print, television and online",31
80499,"RT @AlBawabaBiz: Working from home might be a blessing to some, but a curse to others 😅 If you're counting the days to get back to the offi…",married 1961.                                                            two daughters.                                                     five grandchildren,59
80516,One of my favorites from @bobpetesarah SAINT ETIENNE. https://t.co/D4xSllmtKm #housemusic #techhouse #dreampop… https://t.co/tUzOgKzjsG,"Am human. Artist, photographer, DJ since 1992, music producer. I love cake & pie equally. LGBTQ. GEN X (thank God!) #techno #house #synthwave #deephouse",28
80523,"RT @AkhileshSingi: Physical &amp; Mental #health during #Quarantine are grave concerns

Smart way out? Through the  #lockdown i chose to pick u…",,49
80556,"“Writing the Future: Basquiat and the Hip-Hop Generation” Ex...
#Basquiat #art #ArtExhibit #modernart #KeithHaring… https://t.co/7YC0OivNV7","It's all bull**** folks...and it's bad for you.
-George Carlin 2009",11
80608,"RT @Jewel4Trump: 💀@POTUS tweeted this clip from @seanhannity tonight

💀Sean Hannity is wearing a #Punisher pin 👇🏼

#PAIN 

#Trump #COVID19…","#TRUMP #MAGA #TRUMPTRAIN 
Take back our country from corupt liberals, Hollywood elites, the SWAMP, and Snowflake generation! #WeThePeople #WWG1WGA #QAnon",50
80861,"Murphy's Law
#coronavirus #covid19 #sarscov2 #pandemic #lockdown #Quarantine #Milano #Italy #lombardy 
https://t.co/x1WXI3mdUC",,45
81008,Are you having a #danceparty during #Quarantine? What song can you not resist dancing to? #MFMResponds… https://t.co/vTYTgwa4B3,"Music for Minors is a nonprofit organization founded in 1976, dedicated to nurturing in children a lifelong love of music.",44
81032,You can't #quarantine #music! #MusicHeals,"Music for Minors is a nonprofit organization founded in 1976, dedicated to nurturing in children a lifelong love of music.",44
81076,"Never assume that someone likes you for your sweetness. Sometimes, you're just an option when they are bored.

#Quarantine","Alhamdulillah Muslim, حسینی, 💖 Humanity, وطن کا سپاہی  🇵🇰, Electronic Engineer & Lecturer,
Links in my DM=Unfollow+Block",50
81206,"With many states still following strict stay-at-home orders, the line between work and home has been blurred. Here… https://t.co/Pv0kLvQqW6",Since 1962,58
81255,@Psychoholic1369 I can always count on you lol 😂 just want this to end. Need to feed you some #BBQ! #coronavirus… https://t.co/0JwrYwo9VL,Arizona's Social Media Wrangler @RustlersRooste is my world. My grandfather built #RustlersRooste in 1971 we are still family owned and operated 49 years later.,49
81346,Reminiscing on days spent #NergilJamaica! 🇯🇲 Where will your first vacation spot be when the national quarantine is… https://t.co/pySG5eXDIG,Perfect Publicity© is an umbrella company consisting of: Social Media Marketing-Online Marketing-Consulting- Journalism/Blogging & Video Services. - EST. 2009,11
81419,To survive the next month and a half I need $3k which is redonk and impossible. Dam you #COVID19 that $.84 needs to… https://t.co/ymE0ItSxwN,Arizona's Social Media Wrangler @RustlersRooste is my world. My grandfather built #RustlersRooste in 1971 we are still family owned and operated 49 years later.,49
81471,RT @HighWireTalk: BREAKING: Ohio residents protesting #Coronavirus lockdown at state capitol.   Live-feed Source: Scott Shoemaker Facebook…,"Winston: If there is hope, it lies in the proles. 1984, Orwell.
Deplorableproles are rising worldwide! 👊
#msmIsDead #freespeech #conservative #MAGA 🇨🇦 MACA",36
